Date,Close/Last,Open,High,Low
08/30/2024,19292.23,19149.54,19298.03,19088.49
08/29/2024,19149.54,19064.43,19237.06,19053.17
08/28/2024,19064.43,19119.31,19150.19,18985.21
08/27/2024,19119.31,19100.40,19127.43,19069.54
08/26/2024,19100.40,19093.48,19184.72,19086.15
08/23/2024,19093.48,18850.85,19099.53,18850.85
08/22/2024,18850.85,18902.50,18945.86,18810.19
08/21/2024,18902.50,18802.24,18913.90,18802.24
08/20/2024,18802.24,18882.04,18883.11,18770.98
08/19/2024,18882.04,18753.77,18882.11,18753.77
08/16/2024,18753.77,18706.52,18769.86,18673.96
08/15/2024,18706.52,18498.09,18728.96,18498.09
08/14/2024,18498.09,18402.31,18521.40,18402.31
08/13/2024,18402.31,18206.39,18411.97,18206.39
08/12/2024,18206.39,18267.15,18302.31,18177.31
08/09/2024,18267.15,18186.12,18305.02,18119.15
08/08/2024,18186.12,17838.81,18202.53,17838.81
08/07/2024,17838.81,17922.55,18180.05,17833.89
08/06/2024,17922.55,17725.18,18108.30,17725.18
08/05/2024,17725.18,18162.26,18162.26,17561.50
08/02/2024,18162.26,18493.23,18493.23,17991.03
08/01/2024,18493.23,18710.01,18781.85,18402.82
07/31/2024,18710.01,18580.58,18841.48,18580.58
07/30/2024,18580.58,18539.37,18627.15,18491.89
07/29/2024,18539.37,18564.48,18588.42,18479.62
07/26/2024,18564.48,18344.46,18626.88,18344.46
07/25/2024,18344.46,18308.42,18559.25,18289.65
07/24/2024,18308.42,18518.34,18518.34,18299.74
07/23/2024,18518.34,18539.14,18575.99,18503.96
07/22/2024,18539.14,18406.05,18544.72,18386.24
07/19/2024,18406.05,18513.74,18520.92,18391.37
07/18/2024,18513.74,18712.48,18798.92,18472.64
07/17/2024,18712.48,18781.22,18791.96,18688.44
07/16/2024,18781.22,18525.09,18786.40,18525.09
07/15/2024,18525.09,18505.92,18609.51,18504.93
07/12/2024,18505.92,18379.74,18591.42,18379.74
07/11/2024,18379.74,18215.18,18390.05,18215.18
07/10/2024,18215.18,18048.58,18217.89,18048.58
07/09/2024,18048.58,18087.87,18127.43,18022.68
07/08/2024,18087.87,18098.90,18173.47,18061.21
07/05/2024,18098.90,18091.65,18109.56,18001.75
07/03/2024,18091.65,18028.17,18138.31,18028.17
07/02/2024,18028.17,17957.05,18030.19,17928.85
07/01/2024,17957.05,18026.50,18123.53,17931.66
06/28/2024,18026.50,18009.09,18114.80,17953.28
06/27/2024,18009.09,17993.79,18025.69,17946.82
06/26/2024,17993.79,18051.00,18051.00,17940.03
06/25/2024,18051.00,18126.69,18126.69,17985.23
06/24/2024,18126.69,17995.69,18189.42,17995.69
06/21/2024,17995.69,18015.95,18015.95,17909.89
06/20/2024,18015.95,17967.85,18049.52,17966.74
06/18/2024,17967.85,17902.25,17998.71,17902.25
06/17/2024,17902.25,17817.26,17921.65,17762.02
06/14/2024,17817.26,17923.41,17923.41,17713.48
06/13/2024,17923.41,18005.95,18005.95,17832.42
06/12/2024,18005.95,17919.11,18144.67,17919.11
06/11/2024,17919.11,18037.53,18037.53,17827.38
06/10/2024,18037.53,17985.63,18055.06,17919.93
06/07/2024,17985.63,18066.57,18099.61,17961.61
06/06/2024,18066.57,18045.50,18102.92,18015.61
06/05/2024,18045.50,17934.49,18045.94,17906.73
06/04/2024,17934.49,18006.96,18006.96,17843.40
06/03/2024,18006.96,18083.69,18105.93,17862.58
05/31/2024,18083.69,17852.35,18087.87,17846.01
05/30/2024,17852.35,17794.89,17876.20,17780.09
05/29/2024,17794.89,18007.01,18007.01,17791.61
05/28/2024,18007.01,18110.60,18116.10,17950.54
05/24/2024,18110.60,18028.47,18147.53,18028.47
05/23/2024,18028.47,18236.64,18270.77,18005.06
05/22/2024,18236.64,18337.91,18337.91,18192.80
05/21/2024,18337.91,18335.62,18352.09,18300.15
05/20/2024,18335.62,18388.26,18421.92,18329.48
05/17/2024,18388.26,18317.38,18389.46,18317.04
05/16/2024,18317.38,18378.49,18389.78,18317.38
05/15/2024,18378.49,18220.81,18389.51,18220.81
05/14/2024,18220.81,18133.95,18226.80,18133.95
05/13/2024,18133.95,18162.05,18242.93,18128.74
05/10/2024,18162.05,18127.21,18213.64,18127.21
05/09/2024,18127.21,17996.03,18130.66,17986.35
05/08/2024,17996.03,17994.27,18008.81,17922.88
05/07/2024,17994.27,17963.84,18026.50,17963.84
05/06/2024,17963.84,17797.89,17963.97,17797.89
05/03/2024,17797.89,17699.05,17843.97,17699.05
05/02/2024,17699.05,17576.39,17739.73,17558.28
05/01/2024,17576.39,17603.34,17778.22,17539.79
04/30/2024,17603.34,17831.07,17831.07,17601.76
04/29/2024,17831.07,17763.27,17843.46,17759.84
04/26/2024,17763.27,17731.56,17803.46,17722.52
04/25/2024,17731.56,17758.08,17764.31,17544.12
04/24/2024,17758.08,17792.76,17792.76,17666.13
04/23/2024,17792.76,17602.19,17810.36,17602.19
04/22/2024,17602.19,17458.77,17691.14,17452.44
04/19/2024,17458.77,17388.09,17496.75,17388.09
04/18/2024,17388.09,17403.44,17517.46,17343.28
04/17/2024,17403.44,17413.98,17523.52,17336.80
04/16/2024,17413.98,17506.93,17506.93,17361.86
04/15/2024,17506.93,17639.04,17827.32,17462.52
04/12/2024,17639.04,17915.20,17915.20,17593.55
04/11/2024,17915.20,17947.30,17979.58,17800.97
04/10/2024,17947.30,18171.20,18171.20,17878.38
04/09/2024,18171.20,18154.37,18233.23,18032.52
04/08/2024,18154.37,18122.26,18194.51,18122.26
04/05/2024,18122.26,17982.49,18162.45,17979.96
04/04/2024,17982.49,18146.64,18291.67,17956.75
04/03/2024,18146.64,18107.53,18183.16,18098.17
04/02/2024,18107.53,18216.19,18216.19,18056.07
04/01/2024,18216.19,18312.67,18315.15,18187.54
03/28/2024,18312.67,18255.24,18342.24,18255.24
03/27/2024,18255.24,18059.19,18256.58,18059.19
03/26/2024,18059.19,18077.15,18122.92,18059.19
03/25/2024,18077.15,18112.04,18153.25,18073.67
03/22/2024,18112.04,18214.12,18234.25,18110.76
03/21/2024,18214.12,18130.08,18272.72,18130.08
03/20/2024,18130.08,17975.79,18143.08,17938.32
03/19/2024,17975.79,17882.31,17983.74,17867.83
03/18/2024,17882.31,17848.08,17922.14,17846.09
03/15/2024,17848.08,17886.27,17902.60,17805.60
03/14/2024,17886.27,18018.63,18030.92,17797.58
03/13/2024,18018.63,17974.06,18064.12,17974.06
03/12/2024,17974.06,17863.69,17994.28,17857.67
03/11/2024,17863.69,17889.62,17889.62,17755.03
03/08/2024,17889.62,17927.62,18021.87,17860.10
03/07/2024,17927.62,17801.04,17949.67,17801.04
03/06/2024,17801.04,17669.49,17865.99,17669.49
03/05/2024,17669.49,17748.70,17793.46,17613.47
03/04/2024,17748.70,17728.27,17790.08,17724.30
03/01/2024,17728.27,17607.43,17738.14,17603.89
02/29/2024,17607.43,17573.69,17634.74,17543.27
02/28/2024,17573.69,17598.32,17612.43,17530.60
02/27/2024,17598.32,17566.61,17605.74,17560.31
02/26/2024,17566.61,17616.02,17659.22,17547.75
02/23/2024,17616.02,17565.07,17642.10,17565.07
02/22/2024,17565.07,17382.68,17602.36,17382.68
02/21/2024,17382.68,17340.17,17386.97,17278.14
02/20/2024,17340.17,17409.30,17409.30,17314.58
02/16/2024,17409.30,17434.93,17502.54,17378.38
02/15/2024,17434.93,17240.19,17450.78,17240.19
02/14/2024,17240.19,17068.54,17243.14,17068.54
02/13/2024,17068.54,17332.46,17332.46,16965.94
02/12/2024,17332.46,17275.87,17385.22,17271.15
02/09/2024,17275.87,17252.32,17286.47,17196.51
02/08/2024,17252.32,17212.32,17259.45,17175.47
02/07/2024,17212.32,17135.48,17236.03,17135.48
02/06/2024,17135.48,17004.78,17135.58,17004.78
02/05/2024,17004.78,17101.97,17101.97,16932.56
02/02/2024,17101.97,17115.58,17167.68,16990.97
02/01/2024,17115.58,16911.13,17116.21,16906.17
01/31/2024,16911.13,17089.46,17123.20,16910.35
01/30/2024,17089.46,17040.60,17107.56,16996.73
01/29/2024,17040.60,16949.11,17042.40,16915.40
01/26/2024,16949.11,16889.52,16970.90,16889.52
01/25/2024,16889.52,16769.25,16890.52,16769.25
01/24/2024,16769.25,16800.86,16923.26,16766.67
01/23/2024,16800.86,16779.49,16827.43,16749.68
01/22/2024,16779.49,16729.55,16831.62,16729.55
01/19/2024,16729.55,16616.29,16745.97,16558.91
01/18/2024,16616.29,16522.83,16629.22,16478.82
01/17/2024,16522.83,16639.38,16639.38,16462.86
01/16/2024,16639.38,16799.54,16799.54,16599.72
01/12/2024,16799.54,16781.12,16909.17,16764.59
01/11/2024,16781.12,16818.88,16840.04,16673.00
01/10/2024,16818.88,16773.07,16840.65,16759.00
01/09/2024,16773.07,16885.37,16885.37,16748.61
01/08/2024,16885.37,16758.24,16886.38,16698.22
01/05/2024,16758.24,16715.71,16851.53,16698.97
01/04/2024,16715.71,16718.65,16837.55,16715.14
01/03/2024,16718.65,16841.62,16841.62,16690.52
01/02/2024,16841.62,16852.89,16894.51,16757.78
12/29/2023,16852.89,16890.58,16908.83,16813.24
12/28/2023,16890.58,16898.34,16933.62,16880.72
12/27/2023,16898.34,16859.49,16914.65,16844.74
12/26/2023,16859.49,16770.45,16898.84,16770.45
12/22/2023,16770.45,16724.92,16827.04,16716.72
12/21/2023,16724.92,16534.72,16728.49,16534.72
12/20/2023,16534.72,16798.40,16813.36,16532.79
12/19/2023,16798.40,16656.76,16799.61,16656.76
12/18/2023,16656.76,16609.84,16698.28,16609.84
12/15/2023,16609.84,16723.92,16723.92,16571.56
12/14/2023,16723.92,16560.71,16774.07,16560.71
12/13/2023,16560.71,16285.94,16562.74,16250.16
12/12/2023,16285.94,16274.44,16301.79,16194.93
12/11/2023,16274.44,16207.76,16278.83,16207.76
12/08/2023,16207.76,16136.85,16225.95,16126.65
12/07/2023,16136.85,16092.37,16148.86,16089.49
12/06/2023,16092.37,16123.04,16236.84,16081.78
12/05/2023,16123.04,16232.82,16232.82,16108.73
12/04/2023,16232.82,16263.75,16272.93,16163.66
12/01/2023,16263.75,16088.84,16271.70,16062.04
11/30/2023,16088.84,15962.99,16094.26,15962.99
11/29/2023,15962.99,15929.15,16033.05,15929.15
11/28/2023,15929.15,15930.89,15993.87,15897.47
11/27/2023,15930.89,15983.82,15983.82,15912.98
11/24/2023,15983.82,15907.89,15998.30,15907.89
11/22/2023,15907.89,15861.57,15920.39,15856.30
11/21/2023,15861.57,15881.63,15893.01,15848.24
11/20/2023,15881.63,15813.46,15916.86,15782.47
11/17/2023,15813.46,15716.55,15822.58,15716.55
11/16/2023,15716.55,15765.02,15767.51,15663.71
11/15/2023,15765.02,15732.67,15848.54,15732.67
11/14/2023,15732.67,15403.14,15771.87,15403.14
11/13/2023,15403.14,15388.44,15433.74,15321.53
11/10/2023,15388.44,15235.18,15396.48,15207.58
11/09/2023,15235.18,15352.19,15401.28,15229.51
11/08/2023,15352.19,15388.48,15422.81,15302.94
11/07/2023,15388.48,15440.50,15440.50,15342.73
11/06/2023,15440.50,15475.20,15523.81,15399.23
11/03/2023,15475.20,15332.60,15539.88,15332.60
11/02/2023,15332.60,15002.55,15339.74,15002.55
11/01/2023,15002.55,14919.20,15024.42,14904.92
10/31/2023,14919.20,14825.89,14923.19,14804.65
10/30/2023,14825.89,14675.78,14853.46,14675.78
10/27/2023,14675.78,14858.70,14873.46,14638.37
10/26/2023,14858.70,14914.12,14956.70,14830.69
10/25/2023,14914.12,15025.76,15025.76,14899.50
10/24/2023,15025.76,14946.01,15086.10,14946.01
10/23/2023,14946.01,15033.31,15082.62,14916.63
10/20/2023,15033.31,15196.37,15196.37,15031.64
10/19/2023,15196.37,15324.96,15386.14,15171.67
10/18/2023,15324.96,15541.38,15541.38,15302.01
10/17/2023,15541.38,15484.50,15618.90,15406.61
10/16/2023,15484.50,15323.70,15515.80,15323.70
10/13/2023,15323.70,15329.55,15454.76,15273.10
10/12/2023,15329.55,15487.78,15510.58,15252.73
10/11/2023,15487.78,15450.24,15521.58,15390.07
10/10/2023,15450.24,15318.08,15524.92,15318.08
10/09/2023,15318.08,15214.02,15336.52,15166.50
10/06/2023,15214.02,15072.90,15285.61,14942.54
10/05/2023,15072.99,15070.91,15093.67,14986.64
10/04/2023,15070.91,15049.61,15076.98,14924.95
10/03/2023,15043.42,15230.01,15230.01,14993.92
10/02/2023,15230.01,15398.21,15398.21,15154.01
09/29/2023,15398.21,15478.07,15572.17,15364.99
09/28/2023,15478.07,15394.69,15526.33,15390.25
09/27/2023,15394.69,15381.58,15454.12,15288.45
09/26/2023,15381.58,15593.73,15593.73,15371.75
09/25/2023,15593.73,15569.51,15597.65,15491.23
09/22/2023,15569.51,15601.60,15669.96,15561.79
09/21/2023,15601.60,15859.62,15859.62,15599.72
09/20/2023,15859.62,15929.01,16029.81,15856.74
09/19/2023,15929.01,15952.52,15980.96,15861.89
09/18/2023,15952.52,15973.68,15989.21,15910.49
09/15/2023,15973.68,16089.48,16094.58,15960.26
09/14/2023,16089.48,15926.64,16105.86,15926.64
09/13/2023,15926.64,15953.91,15989.74,15892.55
09/12/2023,15953.91,15949.44,16022.52,15915.55
09/11/2023,15949.44,15878.99,15989.68,15878.99
09/08/2023,15878.99,15864.19,15914.21,15847.08
09/07/2023,15864.19,15891.53,15897.41,15811.66
09/06/2023,15891.53,15942.48,15946.87,15819.39
09/05/2023,15942.48,16091.79,16096.51,15942.39
09/01/2023,16091.79,16000.37,16152.36,16000.37
08/31/2023,16000.37,16074.22,16100.81,15999.75
08/30/2023,16074.22,16041.49,16120.28,16041.49
08/29/2023,16041.49,15879.59,16044.13,15868.05
08/28/2023,15879.59,15766.91,15911.81,15766.91
08/25/2023,15766.91,15683.01,15816.82,15632.57
08/24/2023,15683.01,15823.27,15894.31,15681.98
08/23/2023,15823.27,15690.28,15838.34,15690.28
08/22/2023,15690.28,15746.21,15796.68,15681.85
08/21/2023,15746.21,15750.17,15799.94,15658.59
08/18/2023,15750.17,15734.38,15780.21,15626.92
08/17/2023,15734.38,15818.11,15900.32,15720.96
08/16/2023,15818.11,15911.31,15961.40,15816.13
08/15/2023,15911.31,16116.05,16116.05,15897.33
08/14/2023,16116.05,16143.38,16143.38,16036.04
08/11/2023,16143.38,16135.22,16178.44,16064.60
08/10/2023,16135.22,16135.77,16319.90,16110.12
08/09/2023,16135.77,16176.35,16224.91,16107.85
08/08/2023,16176.35,16208.23,16208.23,16025.37
08/07/2023,16208.23,16071.06,16215.68,16071.06
08/04/2023,16071.06,16125.42,16252.32,16059.83
08/03/2023,16125.42,16174.54,16174.54,16067.54
08/02/2023,16174.54,16356.51,16356.51,16154.34
08/01/2023,16356.51,16427.29,16427.29,16310.36
07/31/2023,16427.29,16363.26,16448.00,16363.26
07/28/2023,16363.26,16270.60,16382.48,16270.60
07/27/2023,16270.60,16418.21,16458.89,16254.16
07/26/2023,16418.21,16385.17,16456.42,16330.96
07/25/2023,16385.17,16369.14,16421.74,16344.36
07/24/2023,16369.14,16289.12,16398.07,16289.12
07/21/2023,16289.12,16263.71,16324.13,16244.68
07/20/2023,16263.71,16230.94,16272.89,16213.86
07/19/2023,16230.94,16156.51,16273.75,16156.51
07/18/2023,16156.51,16054.17,16191.61,16052.17
07/17/2023,16054.17,16040.23,16085.43,15977.24
07/14/2023,16040.23,16106.85,16130.71,16029.78
07/13/2023,16106.85,16011.28,16125.20,16011.28
07/12/2023,16011.28,15897.31,16069.06,15897.31
07/11/2023,15897.31,15748.87,15907.62,15748.87
07/10/2023,15748.87,15671.63,15778.05,15648.68
07/07/2023,15671.63,15641.67,15788.74,15602.47
07/06/2023,15641.67,15835.53,15835.53,15557.97
07/05/2023,15835.53,15918.50,15918.50,15809.05
07/03/2023,15918.50,15875.91,15932.01,15853.73
06/30/2023,15875.91,15737.38,15908.71,15737.38
06/29/2023,15737.38,15617.36,15738.90,15599.90
06/28/2023,15617.36,15646.68,15646.68,15563.10
06/27/2023,15646.68,15518.74,15663.95,15518.74
06/26/2023,15518.74,15469.35,15563.41,15469.35
06/23/2023,15469.35,15600.70,15600.70,15449.75
06/22/2023,15600.70,15657.00,15657.00,15564.33
06/21/2023,15657.00,15648.92,15706.78,15578.30
06/20/2023,15648.92,15795.12,15795.12,15605.84
06/16/2023,15795.12,15826.35,15904.20,15786.44
06/15/2023,15826.35,15642.73,15855.09,15633.56
06/14/2023,15642.73,15667.79,15746.12,15573.40
06/13/2023,15667.79,15548.47,15701.49,15548.47
06/12/2023,15548.47,15499.91,15560.46,15483.04
06/09/2023,15499.91,15502.64,15557.30,15478.09
06/08/2023,15502.64,15469.63,15517.23,15416.70
06/07/2023,15469.63,15391.80,15486.21,15382.53
06/06/2023,15391.80,15275.21,15403.40,15260.72
06/05/2023,15275.21,15345.19,15353.09,15258.92
06/02/2023,15345.19,15031.09,15365.69,15031.09
06/01/2023,15031.09,14887.14,15069.94,14872.28
05/31/2023,14887.14,14994.64,14994.64,14810.57
05/30/2023,14994.64,15078.69,15087.97,14951.16
05/26/2023,15078.69,14975.97,15119.16,14975.97
05/25/2023,14975.97,15022.89,15022.89,14898.70
05/24/2023,15022.89,15172.27,15172.27,15006.28
05/23/2023,15172.27,15318.85,15319.11,15161.47
05/22/2023,15318.85,15324.32,15387.76,15271.22
05/19/2023,15324.32,15345.43,15421.80,15283.70
05/18/2023,15345.43,15313.92,15361.74,15214.00
05/17/2023,15313.92,15129.25,15338.47,15129.25
05/16/2023,15129.25,15322.56,15322.56,15128.62
05/15/2023,15322.56,15246.36,15343.64,15228.80
05/12/2023,15246.36,15263.07,15319.64,15167.78
05/11/2023,15263.07,15349.17,15349.17,15176.64
05/10/2023,15349.17,15352.81,15441.99,15228.42
05/09/2023,15352.81,15391.27,15393.16,15297.09
05/08/2023,15391.27,15380.87,15448.71,15353.68
05/05/2023,15380.87,15117.67,15419.57,15117.67
05/04/2023,15117.67,15233.85,15233.85,15055.43
05/03/2023,15233.85,15314.57,15421.47,15227.66
05/02/2023,15314.57,15535.89,15535.89,15189.25
05/01/2023,15535.89,15545.88,15622.56,15525.90
04/28/2023,15545.88,15431.64,15560.01,15371.45
04/27/2023,15431.64,15228.58,15443.06,15228.58
04/26/2023,15228.58,15363.53,15363.53,15201.10
04/25/2023,15363.53,15606.71,15606.71,15361.57
04/24/2023,15606.71,15578.93,15623.04,15557.73
04/21/2023,15578.93,15582.94,15597.45,15512.62
04/20/2023,15582.94,15653.62,15653.62,15533.33
04/19/2023,15653.62,15684.96,15684.96,15594.22
04/18/2023,15684.96,15668.34,15710.47,15634.46
04/17/2023,15668.34,15601.77,15668.96,15573.36
04/14/2023,15601.77,15630.89,15707.81,15531.13
04/13/2023,15630.89,15500.93,15650.84,15498.94
04/12/2023,15500.93,15520.92,15668.36,15485.50
04/11/2023,15520.92,15427.18,15567.28,15427.18
04/10/2023,15427.18,15379.13,15427.30,15297.78
04/06/2023,15379.13,15368.26,15400.75,15323.18
04/05/2023,15368.26,15374.11,15419.65,15304.06
04/04/2023,15374.11,15487.75,15510.28,15307.95
04/03/2023,15487.75,15374.91,15514.92,15374.91
03/31/2023,15374.91,15200.59,15377.02,15200.59
03/30/2023,15200.59,15123.96,15254.76,15123.96
03/29/2023,15123.96,14949.35,15128.77,14949.35
03/28/2023,14949.35,14894.85,14986.99,14892.20
03/27/2023,14894.85,14758.57,14955.72,14758.57
03/24/2023,14758.57,14693.02,14770.79,14514.57
03/23/2023,14693.02,14741.08,14937.90,14598.32
03/22/2023,14741.08,14985.95,15076.13,14740.19
03/21/2023,14985.95,14777.70,15010.58,14777.70
03/20/2023,14777.70,14599.05,14817.21,14599.05
03/17/2023,14599.05,14830.99,14830.99,14560.37
03/16/2023,14830.98,14662.55,14859.33,14506.60
03/15/2023,14662.55,14944.74,14944.74,14471.08
03/14/2023,14944.74,14764.37,15044.65,14764.37
03/13/2023,14764.37,14894.18,14949.35,14645.55
03/10/2023,14894.18,15140.79,15164.13,14830.91
03/09/2023,15140.79,15440.64,15497.39,15112.92
03/08/2023,15440.64,15439.02,15496.92,15367.46
03/07/2023,15439.02,15694.34,15694.34,15413.54
03/06/2023,15694.34,15721.06,15772.65,15672.11
03/03/2023,15721.06,15524.52,15732.72,15524.52
03/02/2023,15524.52,15436.30,15555.09,15342.71
03/01/2023,15436.30,15428.97,15477.92,15378.12
02/28/2023,15428.97,15492.93,15518.78,15427.21
02/27/2023,15492.93,15464.46,15623.25,15462.80
02/24/2023,15464.46,15584.93,15584.93,15347.28
02/23/2023,15584.93,15530.83,15654.95,15446.08
02/22/2023,15530.83,15572.52,15623.20,15490.18
02/21/2023,15572.52,15840.16,15840.16,15551.91
02/17/2023,15840.16,15873.78,15873.78,15732.77
02/16/2023,15873.78,16016.09,16016.09,15829.69
02/15/2023,16016.09,16025.11,16025.11,15875.35
02/14/2023,16025.11,16052.25,16131.75,15917.98
02/13/2023,16052.25,15910.69,16052.85,15908.87
02/10/2023,15910.69,15828.60,15922.95,15787.25
02/09/2023,15828.60,15934.72,16077.05,15796.48
02/08/2023,15934.72,16021.62,16026.55,15916.71
02/07/2023,16021.62,15895.36,16056.39,15800.64
02/06/2023,15895.36,15999.40,15999.40,15814.49
02/03/2023,15999.40,16122.58,16122.58,15953.48
02/02/2023,16122.58,16121.25,16178.56,16035.54
02/01/2023,16121.25,16036.39,16222.20,15871.07
01/31/2023,16036.39,15818.90,16036.99,15809.66
01/30/2023,15818.90,15962.58,15974.40,15813.23
01/27/2023,15962.58,15985.87,16032.12,15901.17
01/26/2023,15985.87,15889.27,15988.27,15840.84
01/25/2023,15889.27,15868.22,15893.31,15681.80
01/24/2023,15868.22,15880.09,15892.66,15752.49
01/23/2023,15880.09,15777.55,15940.90,15756.78
01/20/2023,15777.55,15569.63,15777.55,15538.21
01/19/2023,15569.63,15649.13,15649.13,15504.07
01/18/2023,15649.13,15883.56,15965.25,15644.45
01/17/2023,15883.56,15918.37,15973.29,15871.25
01/13/2023,15918.37,15859.55,15940.61,15749.91
01/12/2023,15859.55,15749.09,15911.00,15692.51
01/11/2023,15749.09,15608.17,15750.48,15608.17
01/10/2023,15608.17,15514.44,15614.62,15464.19
01/09/2023,15514.44,15539.74,15703.02,15507.98
01/06/2023,15539.74,15225.40,15568.90,15225.40
01/05/2023,15225.40,15350.30,15350.30,15168.69
01/04/2023,15350.30,15154.45,15407.60,15154.45
01/03/2023,15154.45,15184.31,15327.53,15053.17
12/30/2022,15184.31,15241.21,15241.21,15069.41
12/29/2022,15241.21,15037.32,15269.06,15037.32
12/28/2022,15037.32,15218.26,15268.70,15033.47
12/27/2022,15218.26,15188.45,15255.35,15142.41
12/23/2022,15188.45,15081.53,15188.57,15025.73
12/22/2022,15081.53,15219.55,15219.55,14871.16
12/21/2022,15219.55,15000.62,15250.91,15000.62
12/20/2022,15000.62,14938.03,15056.58,14922.67
12/19/2022,14938.03,15018.17,15066.32,14866.80
12/16/2022,15018.17,15182.28,15182.28,14920.18
12/15/2022,15182.28,15494.98,15494.98,15120.97
12/14/2022,15494.98,15562.54,15667.78,15407.59
12/13/2022,15562.54,15468.67,15819.15,15468.67
12/12/2022,15468.67,15291.05,15468.98,15280.93
12/09/2022,15291.05,15399.94,15439.22,15287.76
12/08/2022,15399.94,15311.79,15452.76,15311.79
12/07/2022,15311.79,15328.44,15401.62,15285.06
12/06/2022,15328.44,15474.79,15499.00,15240.86
12/05/2022,15474.79,15767.02,15767.02,15431.90
12/02/2022,15767.02,15761.12,15797.68,15617.85
12/01/2022,15761.12,15780.02,15854.14,15691.30
11/30/2022,15780.02,15433.46,15780.02,15361.79
11/29/2022,15433.46,15370.44,15479.97,15370.44
11/28/2022,15370.44,15605.67,15605.67,15350.09
11/25/2022,15605.67,15545.52,15625.72,15545.52
11/23/2022,15545.52,15481.76,15565.40,15455.85
11/22/2022,15481.76,15278.26,15486.46,15278.26
11/21/2022,15278.26,15309.77,15309.77,15180.19
11/18/2022,15309.77,15314.44,15337.58,15210.94
11/17/2022,15223.96,15090.08,15228.55,15071.20
11/16/2022,15265.25,15381.00,15381.00,15249.04
11/15/2022,15381.00,15445.10,15485.49,15260.87
11/14/2022,15228.98,15320.43,15415.99,15228.98
11/11/2022,15352.69,15234.72,15388.06,15234.72
11/10/2022,15234.72,14587.76,15241.89,14587.76
11/09/2022,14587.76,14889.30,14889.30,14568.99
11/08/2022,14889.30,14808.63,14983.35,14756.98
11/07/2022,14808.63,14702.77,14833.94,14688.55
11/04/2022,14702.77,14455.67,14796.81,14455.67
11/03/2022,14455.67,14497.85,14531.93,14297.06
11/02/2022,14497.85,14790.71,14929.38,14496.33
11/01/2022,14790.71,14747.03,14921.48,14725.09
10/31/2022,14747.03,14795.63,14825.02,14698.82
10/28/2022,14795.63,14569.90,14802.22,14565.51
10/27/2022,14569.90,14531.69,14726.11,14531.69
10/26/2022,14531.69,14440.69,14670.62,14440.69
10/25/2022,14440.69,14226.11,14454.14,14226.11
